City,Country,Country ISO3,Latitude,Longitude,Population,Input Data Source,Waste Generation Rate (tons/year),Waste Generation Rate per Capita (kg/person/day),Waste Components: Food (%),Waste Components: Green (%),Waste Components: Wood (%),Waste Components: Paper and Cardboard (%),Waste Components: Textiles (%),Waste Components: Plastic (%),Waste Components: Metal (%),Waste Components: Glass (%),Waste Components: Rubber/Leather (%),Waste Components: Other (%),Diversons: Compost (%),Diversons: Anaerobic Digestion (%),Diversons: Incineration (%),Diversons: Recycling (%),Emissions Source,Year,Emissions: Food (tons CH4/year),Emissions: Green (tons CH4/year),Emissions: Wood (tons CH4/year),Emissions: Paper and Cardboard (tons CH4/year),Emissions: Textiles (tons CH4/year),Emissions: Total (tons CH4/year),Emissions per Capita (kg CH4/person/year),Percentile: Emissions per Capita (%),Population Growth Rate: Historic (%),Population Growth Rate: Future (%),Average Annual Precipitation (mm/year),Percent of Waste to Landfills with Gas Capture (%),Percent of Waste to Landfills without Gas Capture (%),Percent of Waste to Dumpsites (%),Diversion Components: Composted Food (% of Total Composted),Diversion Components: Composted Green (% of Total Composted),Diversion Components: Composted Wood (% of Total Composted),Diversion Components: Composted Paper and Cardboard (% of Total Composted),Diversion Components: Anaerobically Digested Food (% of Total Digested),Diversion Components: Anaerobically Digested Green (% of Total Digested),Diversion Components: Anaerobically Digested Wood (% of Total Digested),Diversion Components: Anaerobically Digested Paper and Cardboard (% of Total Digested),Diversion Components: Incinerated Food (% of Total Incinerated),Diversion Components: Incinerated Green (% of Total Incinerated),Diversion Components: Incinerated Wood (% of Total Incinerated),Diversion Components: Incinerated Paper and Cardboard (% of Total Incinerated),Diversion Components: Incinerated Textiles (% of Total Incinerated),Diversion Components: Incinerated Plastic (% of Total Incinerated),Diversion Components: Incinerated Rubber/Leather (% of Total Incinerated),Diversion Components: Recycled Wood (% of Total Recycled),Diversion Components: Recycled Paper and Cardboard (% of Total Recycled),Diversion Components: Recycled Textiles (% of Total Recycled),Diversion Components: Recycled Plastic (% of Total Recycled),Diversion Components: Recycled Rubber/Leather (% of Total Recycled),Diversion Components: Recycled Metal (% of Total Recycled),Diversion Components: Recycled Glass (% of Total Recycled),Diversion Components: Recycled Other (% of Total Recycled),Informal Waste Collection Rate (%),Fraction of Waste to Methane Capture Landfills (%),Methane Capture Efficiency (%)
Bharatpur,Nepal,NPL,27.65836675,84.43264086889113,147777.0,World Bank,21578.8,0.4000622559667607,74.22999999999999,0.0,0.0,11.359999999999996,0.0,5.609999999999999,1.5799999999999998,3.5899999999999994,0.8199999999999997,2.809999999999999,5.0,0.0,0.0,0.0,SWEET Model,2022,332.3321388915692,0.0,0.0,87.88173566943301,0.0,420.21387456100217,2.843567500768064,40.66666666666666,6.691074749129267,3.279355913924631,2379,0.0,0.0,100.0,86.7274214277369,0.0,0.0,13.272578572263113,0.0,0.0,0.0,0.0,80.66724625081504,0.0,0.0,12.34514236035644,0.0,6.0965007607041946,0.8911106281243206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Dharan,Nepal,NPL,26.7953984,87.27702548813326,119915.0,World Bank,18585.8,0.4246341158320477,50.48999999999999,0.0,0.0,12.949999999999998,0.0,16.189999999999998,6.329999999999998,3.7,0.5899999999999999,9.749999999999998,5.0,0.0,0.0,0.0,SWEET Model,2022,181.59047788136996,0.0,0.0,78.98102304390889,0.0,260.5715009252788,2.1729683602992025,27.0,4.327825689281228,2.706928634981609,1390,0.0,0.0,100.0,79.58701134930644,0.0,0.0,20.41298865069357,0.0,0.0,0.0,0.0,62.93941660433807,0.0,0.0,16.143106457242585,0.0,20.181999501371237,0.7354774370481176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Bhimeshwor,Nepal,NPL,27.6792304,86.01971138341679,23337.0,World Bank,1036.6,0.1216951621887988,51.68000000000001,0.0,0.0,11.17,0.0,8.17,0.01,0.52,2.22,26.23,5.0,0.0,0.0,0.0,SWEET Model,2022,10.740363968788582,0.0,0.0,4.328397585570593,0.0,15.068761554359174,0.6457025990641116,7.000000000000001,3.801769683104261,3.008187962196307,1779,0.0,0.0,100.0,82.22752585521081,0.0,0.0,17.77247414478918,0.0,0.0,0.0,0.0,70.56253413435282,0.0,0.0,15.251228836701255,0.0,11.155106499180771,3.031130529765156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Biratnagar,Nepal,NPL,26.4623007,87.281617,204949.0,World Bank,21305.05,0.2848025606370365,71.07,0.0,0.0,13.180000000000003,0.0,11.990000000000002,0.21,0.52,1.17,1.8600000000000003,5.0,0.0,0.0,0.0,SWEET Model,2022,298.36701906092713,0.0,0.0,93.65163465609656,0.0,392.0186537170236,1.9127619735496324,21.0,4.327825689281228,2.706928634981609,1390,0.0,0.0,100.0,84.35608308605342,0.0,0.0,15.64391691394659,0.0,0.0,0.0,0.0,72.95965506621496,0.0,0.0,13.530438353351816,0.0,12.308797864695617,1.201108715737604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Bhaktapur,Nepal,NPL,27.704332,85.452118,83658.0,World Bank,10548.5,0.345454110784384,62.67373262673733,0.0,0.0,11.34886511348865,0.0,13.23867613238676,2.7297270272972707,1.16988301169883,0.17998200179982,8.65913408659134,5.0,0.0,0.0,0.0,SWEET Model,2022,134.04179455760396,0.0,0.0,45.2033285558036,0.0,179.24512311340757,2.14259393140414,26.33333333333333,3.801769683104261,3.008187962196307,1779,0.0,0.0,100.0,84.66837768472242,0.0,0.0,15.331622315277588,0.0,0.0,0.0,0.0,71.67524299599772,0.0,0.0,12.978845054316752,0.0,15.14008004574042,0.2058319039451115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Auckland,New Zealand,NZL,-36.852095,174.7631803,1414700.0,World Bank,226352.0,0.4383561643835616,55.50000000000001,0.0,0.8,10.5,0.0,11.2,2.7,1.8000000000000005,0.1,17.4,0.0,0.0,0.0,0.0,SWEET Model,2022,2529.5522103876906,0.0,56.33891678551655,947.855505920993,0.0,3533.7466330942,2.4978770291186825,34.0,2.33558191800336,0.986431821876721,1351,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0627400768246,0.0,1.0243277848911652,13.444302176696542,0.0,14.340588988476313,0.1280409731113956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Wellington,New Zealand,NZL,-41.2887953,174.7772114,383000.0,World Bank,302500.0,2.16388282842734,19.0,0.0,0.0,28.000000000000004,0.0,38.0,1.3,1.5,0.0,12.2,1.0,0.0,0.0,10.0,SWEET Model,2022,2535.5983823191245,0.0,0.0,7126.631873343082,0.0,9662.230255662203,25.22775523671594,100.0,1.6420438015577243,0.7253576201538214,1342,0.0,98.87640449438202,1.1235955056179776,40.42553191489361,0.0,0.0,59.57446808510638,0.0,0.0,0.0,0.0,22.352941176470587,0.0,0.0,32.94117647058823,0.0,44.70588235294117,0.0,0.0,34.567901234567906,0.0,46.913580246913575,0.0,1.6049382716049383,1.851851851851852,15.061728395061728,0.0,0.0,60.0
Muscat,Oman,OMN,23.5882019,58.3829448,838000.0,World Bank,219000.0,0.7159904534606205,42.15784215784216,3.1968031968031974,0.7992007992007993,15.284715284715286,2.997002997002997,17.182817182817185,2.4975024975024978,3.396603396603397,0.2997002997002997,12.187812187812188,5.0,0.0,0.0,0.0,SWEET Model,2022,1332.295411088205,96.82448945697836,15.71292694120393,498.987677747761,62.93928382181182,2006.75978905596,2.3947014189211933,31.333333333333336,7.666965418673644,1.505470964335598,122,0.0,0.0,100.0,68.61788617886178,5.203252032520326,1.3008130081300815,24.87804878048781,0.0,0.0,0.0,0.0,51.463414634146346,3.9024390243902447,0.9756097560975612,18.65853658536585,3.6585365853658542,20.97560975609756,0.3658536585365854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Karachi,Pakistan,PAK,24.8546842,67.0207055,14910352.0,World Bank,2719250.0,0.4996528586313723,20.937188434695912,13.95812562313061,2.243270189431705,4.087736789631107,0.0,6.38085742771685,0.7477567298105683,1.4955134596211366,2.293120638085743,47.85643070787637,5.0,0.0,0.0,0.0,SWEET Model,2022,19934.71892153943,13885.152931386572,1686.330270781726,4871.177678165483,0.0,40377.37980187321,2.7080098311477294,39.0,3.968927098974606,2.4469017064502774,162,0.0,100.0,0.0,50.78597339782346,33.85731559854898,5.441354292623942,9.915356711003628,0.0,0.0,0.0,0.0,41.95804195804195,27.972027972027973,4.495504495504496,8.19180819180819,0.0,12.787212787212788,4.595404595404595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Lahore,Pakistan,PAK,31.5656822,74.3141829,11126285.0,World Bank,1778759.18295,0.6,64.85084306095979,0.0,0.0,2.4942631946523,0.0,0.6086002194951612,0.0698393694502644,0.6944028733912002,9.508131298014566,21.77391998403672,0.0,0.0,6.15,0.0,SWEET Model,2022,38012.869221352754,0.0,0.0,2287.2986099690816,0.0,40300.16783132184,3.6220686267987774,52.0,3.9569397868354006,2.7950092511571434,537,34.42727757059137,65.56206712839638,0.0106553010122535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.71973209685729,0.0,0.0,3.219989696032973,0.0,0.7856774858320453,12.274600721277691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,34.42727757059137,60.0
Sialkot,Pakistan,PAK,32.4935378,74.5411575,809000.0,World Bank,125000.0,0.4233198435409858,39.7,0.0,4.0,12.9,0.0,12.8,3.4000000000000004,7.8,3.1,16.3,5.0,0.0,0.0,0.0,SWEET Model,2022,926.739682624926,0.0,124.47041643038138,547.8524546088078,0.0,1599.062553664115,1.97659153728568,24.333333333333336,2.1871828954448835,2.420224992520814,868,0.0,0.0,100.0,70.14134275618375,0.0,7.067137809187278,22.79151943462897,0.0,0.0,0.0,0.0,54.75862068965517,0.0,5.517241379310344,17.79310344827586,0.0,17.655172413793103,4.275862068965516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
San Miguelito,Panama,PAN,9.0551061,-79.4933063,560285.0,World Bank,199436.0,0.975217969426274,62.63736263736263,0.0,0.2997002997002996,12.587412587412588,2.197802197802197,10.289710289710287,2.697302697302697,3.296703296703297,0.0,5.994005994005993,0.0,0.0,0.0,0.0,SWEET Model,2022,2134.8074906674856,0.0,16.577048029849667,864.9434354624684,90.93790002472788,3107.265874184532,5.545866611072101,67.33333333333333,3.470840305761236,1.818297055134943,2270,97.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.16912599318955,0.0,0.340522133938706,14.301929625425652,2.4971623155505105,11.691259931895576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,60.0
Cusco,Peru,PER,-13.5170887,-71.9785356,111340.0,World Bank,47106.11,1.194982172341415,47.9,7.339999999999999,0.19,9.44,0.0,11.63,3.45,2.44,0.54,17.07,0.0,0.0,0.0,0.3,SWEET Model,2022,441.19559021757686,79.66217674924748,2.125194183432624,147.4283694996081,0.0,670.411330649865,6.021298101759162,71.0,3.0217870282172266,1.3873544985898878,769,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.17549325025959,9.527518172377984,0.2466251298026998,12.2533748701973,0.0,15.096053997923155,0.7009345794392523,0.4244861483467381,21.09025915996425,0.0,25.983020554066133,1.2064343163538875,7.707774798927615,5.451295799821269,38.1367292225201,3.0,0.0,60.0
Cebu,Philippines,PHL,10.2931062,123.9020773,923000.0,World Bank,144868.5,0.6825568797399784,67.0,0.0,0.0,4.0,0.0,15.0,1.0,1.0,0.0,12.0,5.0,0.0,9.0,0.0,SWEET Model,2022,1583.8259482136643,0.0,0.0,183.88215564393732,0.0,1767.7081038576018,1.915176710571616,21.333333333333336,2.4647466452078826,1.888790841035437,1493,40.0,0.0,60.0,94.3661971830986,0.0,0.0,5.633802816901408,0.0,0.0,0.0,0.0,77.90697674418604,0.0,0.0,4.651162790697674,0.0,17.441860465116278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,40.0,60.0
Quezon City,Philippines,PHL,14.6504951,121.0490906,2940000.0,World Bank,651586.32,0.88,53.94460553944606,0.0,0.0,8.64913508649135,0.0,9.63903609639036,0.8599140085991401,1.14988501149885,0.0,25.75742425757424,0.0,0.0,0.0,42.0,SWEET Model,2022,16710.815976564158,0.0,0.0,1425.650558903771,0.0,18136.466535467927,6.168866168526505,71.33333333333334,5.731715935665704,2.182237564157541,2273,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.68161683277962,0.0,0.0,11.973975636766331,0.0,13.344407530454038,0.0,0.0,18.779852366478504,0.0,20.92922275293096,0.0,1.8671298306556663,2.4967433782023445,55.92705167173252,31.0,0.0,60.0
Koror,Palau,PLW,7.343275,134.4766767,11754.0,World Bank,1369.0,0.319098598903084,7.000000000000001,1.0,0.0,22.0,0.0,48.0,13.0,2.0,0.0,7.000000000000001,0.0,0.0,0.0,0.0,SWEET Model,2022,2.009132259182488,0.3459968666292358,0.0,11.810180659404027,0.0,14.16530978521575,1.2051480164382975,12.666666666666668,3.916204084315744,2.1154223904479297,1920,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.974358974358974,1.282051282051282,0.0,28.205128205128204,0.0,61.53846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Port Moresby,Papua New Guinea,PNG,-9.4743301,147.1599504,345000.0,World Bank,104090.7,0.8521739130434782,29.600000000000005,0.0,0.0,11.5,0.0,18.5,9.4,7.1,11.4,12.5,0.0,0.0,0.0,1.7000000000000002,SWEET Model,2022,1492.7385115249488,0.0,0.0,1006.8628414416572,0.0,2499.601352966606,7.2452213129466845,75.66666666666667,4.66722586098034,3.0764611004101328,1538,0.0,99.98375832385904,0.0162416761409777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.69014084507042,0.0,0.0,16.197183098591548,0.0,26.05633802816901,16.056338028169012,0.0,16.335227272727273,0.0,26.278409090909093,16.19318181818182,13.35227272727273,10.085227272727272,17.75568181818182,3.0,0.0,60.0
Lodzi,Poland,POL,51.7728245,19.47848593130794,728900.0,World Bank,157070.6,0.5903833323623324,31.83183183183183,2.402402402402402,2.5025025025025025,17.117117117117118,3.103103103103103,4.604604604604604,0.7007007007007006,1.8018018018018012,0.5005005005005005,35.43543543543543,1.0,0.0,4.0,0.0,SWEET Model,2022,2103.9110249213354,210.1150084223786,312.9497247963794,2661.246466681732,295.0229697602417,5583.245194582068,7.659823287943569,77.66666666666666,0.1529861009788691,-0.6168798908459006,549,0.0,100.0,0.0,59.10780669144982,4.4609665427509295,4.646840148698884,31.78438661710037,0.0,0.0,0.0,0.0,51.29032258064517,3.870967741935484,4.03225806451613,27.580645161290327,5.0,7.419354838709678,0.806451612903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Lisbon,Portugal,PRT,38.7077507,-9.1365919,511667.0,World Bank,291703.71,1.5619304089873736,41.0,0.0,0.5,15.0,0.0,13.0,1.5,5.0,0.0,24.0,0.0,0.0,0.0,21.8,SWEET Model,2022,2360.5588493939526,0.0,31.911417793936423,1263.6267824384174,0.0,3656.097049626306,7.145461891476892,75.0,1.1769334352762062,0.3689892391366411,703,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.992805755395686,0.0,0.7194244604316548,21.58273381294964,0.0,18.705035971223023,0.0,0.8474576271186439,25.423728813559315,0.0,22.033898305084744,0.0,2.542372881355932,8.47457627118644,40.677966101694906,0.0,0.0,60.0
Ciudad Del Este,Paraguay,PRY,-25.5169015,-54.6168645,337608.0,World Bank,157731.1,1.2800052131466078,57.04295704295704,15.98401598401598,0.0,11.488511488511488,0.0,10.289710289710287,1.5984015984015985,1.7982017982017984,0.2997002997002996,1.4985014985014982,0.3,0.0,1.0,0.0,SWEET Model,2022,2880.5771174368483,902.3517183750596,0.0,850.3577972468785,0.0,4633.286633058787,13.72386505372736,92.33333333333331,11.181578748174005,1.4474393115896822,1782,0.0,48.8,51.2,67.49408983451536,18.91252955082742,0.0,13.59338061465721,0.0,0.0,0.0,0.0,59.97899159663865,16.806722689075627,0.0,12.079831932773107,0.0,10.819327731092438,0.315126050420168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
San Lorenzo,Paraguay,PRY,-25.3425224,-57.509397,283939.0,World Bank,105711.0,1.0200049238822135,20.0,3.0,0.0,6.0,0.0,12.0,2.0,4.0,1.0,52.0,0.3,0.0,1.0,0.0,SWEET Model,2022,420.2751007920624,74.94449991566287,0.0,224.47401130385205,0.0,719.6936120115773,2.534676856689561,34.66666666666667,3.716001860572793,1.565395844353823,1397,0.0,0.0,100.0,68.9655172413793,10.344827586206897,0.0,20.68965517241379,0.0,0.0,0.0,0.0,47.61904761904761,7.142857142857142,0.0,14.285714285714285,0.0,28.57142857142857,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Doha,Qatar,QAT,25.2856329,51.5264162,718000.0,World Bank,359035.9,1.37,42.15784215784216,3.1968031968031974,0.7992007992007993,15.284715284715286,2.997002997002997,17.182817182817185,2.4975024975024978,3.396603396603397,0.2997002997002997,12.187812187812188,5.0,0.0,0.0,0.0,SWEET Model,2022,2308.8113450994465,177.1765663350191,31.488607999296317,971.47515107857,122.55344097615112,3611.505111488483,5.0299514087583335,64.0,5.24942033273752,1.086619321855964,80,0.0,0.0,100.0,68.61788617886178,5.203252032520326,1.3008130081300815,24.87804878048781,0.0,0.0,0.0,0.0,51.463414634146346,3.9024390243902447,0.9756097560975612,18.65853658536585,3.6585365853658542,20.97560975609756,0.3658536585365854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Cluj-Napoca,Romania,ROU,46.769379,23.5899542,327000.0,World Bank,112194.0,0.9400025135101168,50.5,0.0,2.5,11.0,0.0,9.0,2.5,4.5,0.0,20.0,0.0,0.0,0.0,13.720000000000002,SWEET Model,2022,2497.1214715985748,0.0,150.17947936278375,871.1638723749559,0.0,3518.4648233363146,10.759831264025427,88.33333333333333,1.2620036677855273,0.0736591353965865,617,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.17808219178082,0.0,3.424657534246576,15.068493150684931,0.0,12.32876712328767,0.0,5.050505050505051,22.222222222222225,0.0,18.181818181818183,0.0,5.050505050505051,9.090909090909092,40.40404040404041,0.0,0.0,60.0
Bucharest,Romania,ROU,44.4361414,26.1027202,1868000.0,World Bank,632866.62,0.9282019007949311,64.52,0.0,2.35,13.58,0.0,9.42,3.03,7.1,0.0,0.0,0.0,0.0,0.0,9.44,SWEET Model,2022,17837.133417079818,0.0,778.0714720037724,5971.197710321091,0.0,24586.40259940468,13.161885759852613,91.33333333333331,1.4646505823912914,-0.1821616032336215,579,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.79258929564928,0.0,2.6148881718037167,15.110715477912542,0.0,10.481807054634473,0.0,6.6234498308906415,38.275084554678685,0.0,26.55016910935738,0.0,8.540022547914315,20.01127395715896,0.0,0.0,0.0,60.0
Moscow,Russian Federation,RUS,55.7504461,37.6174943,11461000.0,World Bank,5500000.0,1.31476251205697,22.0,0.0,5.0,17.0,0.0,13.0,2.0,16.0,1.0,24.0,0.0,0.0,0.0,4.0,SWEET Model,2022,23755.850704256387,0.0,8120.257905852012,36071.635365740265,0.0,67947.74397584866,5.928605180686559,69.66666666666667,1.2223673669028212,0.1498482744807905,676,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93103448275862,0.0,8.620689655172413,29.310344827586203,0.0,22.413793103448278,1.7241379310344829,6.410256410256412,21.7948717948718,0.0,16.666666666666664,1.282051282051282,2.564102564102564,20.51282051282051,30.769230769230766,0.0,0.0,60.0
St.petersburg,Russian Federation,RUS,59.938732,30.316229,4993000.0,World Bank,2300000.0,1.26204082976441,23.1,0.0,6.5,29.7,0.0,5.8,3.5000000000000004,6.3,3.5000000000000004,21.6,0.0,0.0,0.0,10.0,SWEET Model,2022,22578.73248465636,0.0,9358.430464837007,55262.61964297627,0.0,87199.78259246962,17.464406687856922,96.33333333333334,0.908683409444011,0.2100224879045154,639,0.0,91.95402298850574,8.045977011494253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6734693877551,0.0,9.475218658892128,43.29446064139941,0.0,8.45481049562682,5.1020408163265305,8.45253576072822,38.621586475942784,0.0,7.542262678803642,4.551365409622888,4.551365409622888,8.192457737321197,28.088426527958397,0.0,0.0,60.0
Kemerovo,Russian Federation,RUS,55.3550907,86.0871213,533000.0,World Bank,189254.0,0.9728032074841296,17.0,0.0,0.0,45.0,0.0,13.0,7.000000000000001,3.0,0.0,15.0,0.0,0.0,0.0,1.9,SWEET Model,2022,600.5686005572358,0.0,0.0,2480.727583611037,0.0,3081.2961841682727,5.781043497501449,68.66666666666667,1.3888748808632334,0.0924774504496239,490,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.666666666666668,0.0,0.0,60.0,0.0,17.333333333333336,0.0,0.0,54.2168674698795,0.0,15.662650602409636,0.0,8.433734939759036,3.614457831325301,18.0722891566265,0.0,0.0,60.0
Jeddah,Saudi Arabia,SAU,21.5810088,39.1653612,4076000.0,World Bank,2200000.0,1.4787530079180502,44.99999999999999,4.999999999999999,5.999999999999998,13.999999999999998,0.0,15.999999999999998,2.0,2.999999999999999,4.0,4.999999999999999,5.0,0.0,0.0,0.0,SWEET Model,2022,15270.477762793967,1708.701764192788,1447.3142288548445,5456.958635176322,0.0,23883.452391017923,5.859531989945515,69.0,5.368962330999194,1.4363030062198856,80,0.0,0.0,100.0,64.28571428571429,7.142857142857142,8.571428571428571,20.0,0.0,0.0,0.0,0.0,50.0,5.555555555555555,6.666666666666667,15.55555555555556,0.0,17.77777777777778,4.444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Riyadh,Saudi Arabia,SAU,24.638916,46.7160104,6370000.0,World Bank,4380000.0,1.8838304552590264,55.89999999999999,0.0,0.0,12.2,0.0,13.3,2.4,3.2,0.0,13.0,5.0,0.0,0.0,0.0,SWEET Model,2022,76204.92584044312,0.0,0.0,18336.880241851857,0.0,94541.80608229498,14.841727799418363,93.66666666666669,6.146582913986709,1.5130165164316312,124,0.0,85.0,15.0,82.08516886930983,0.0,0.0,17.91483113069016,0.0,0.0,0.0,0.0,68.67321867321867,0.0,0.0,14.98771498771499,0.0,16.339066339066342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Rufisque,Senegal,SEN,14.716417,-17.273844,300000.0,World Bank,76650.0,0.7,53.79241516966067,0.0,0.0,7.485029940119759,1.8962075848303388,6.387225548902194,2.694610778443113,1.297405189620758,0.0,26.447105788423148,0.0,0.0,0.0,0.0,SWEET Model,2022,744.8592825375096,0.0,0.0,131.76243588126275,20.09967480683348,896.7213932256057,2.989071310752019,42.66666666666667,3.468906235366287,3.5725014154393664,418,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.33142037302724,0.0,0.0,10.760401721664271,2.725968436154949,9.182209469153513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Honiara,Solomon Islands,SLB,-9.43779755,159.9624174786047,78000.0,World Bank,29000.0,1.0186160871092378,52.99999999999999,0.0,0.0,6.599999999999999,0.0,19.5,9.2,1.1,3.3999999999999995,7.199999999999999,0.0,0.0,0.0,0.0,SWEET Model,2022,330.986770519427,0.0,0.0,72.92287147905472,0.0,403.9096419984817,5.178328743570279,64.66666666666666,4.66722586098034,3.0764611004101328,1538,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.24242424242425,0.0,0.0,8.0,0.0,23.63636363636364,4.121212121212121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Freetown,Sierra Leone,SLE,8.479004,-13.26795,800000.0,World Bank,163520.0,0.56,53.79241516966067,0.0,0.0,7.485029940119759,1.8962075848303388,6.387225548902194,2.694610778443113,1.297405189620758,0.0,26.447105788423148,0.0,0.0,0.0,0.0,SWEET Model,2022,1910.8766175244525,0.0,0.0,517.3499946906649,78.91905295352936,2507.1456651686462,3.133932081460808,43.333333333333336,3.746667953635341,2.9116115397591846,3097,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.33142037302724,0.0,0.0,10.760401721664271,2.725968436154949,9.182209469153513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
San Salvador,El Salvador,SLV,13.6989939,-89.1914249,1097000.0,World Bank,293747.0,0.7336247049862014,57.99999999999999,0.0,0.0,19.0,0.0,11.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,SWEET Model,2022,3018.953924230368,0.0,0.0,2063.1077317185336,0.0,5082.061655948901,4.632690661758342,61.0,2.516756263944031,0.7770472845165521,1887,65.4,0.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.9090909090909,0.0,0.0,21.59090909090909,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.4,60.0
Hargeysa,Somalia,SOM,9.561733,44.061803,607000.0,World Bank,80000.0,0.3610841551759157,21.2,0.0,0.0,19.9,0.0,16.0,2.5,5.2,0.0,35.2,0.0,0.0,0.0,0.0,SWEET Model,2022,294.7906265934416,0.0,0.0,315.4227251857713,0.0,610.2133517792128,1.0052938250069403,10.666666666666668,5.020325283332561,4.193803924577999,422,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.12784588441331,0.0,0.0,34.85113835376533,0.0,28.021015761821367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Belgrade,Serbia,SRB,44.8178131,20.4568974,1392691.0,World Bank,781692.0,1.5377581371662623,30.92690730926908,6.679332066793322,0.0,22.687731226877315,0.0,14.91850814918508,2.37976202379762,6.8393160683931615,0.6099390060993901,14.958504149585044,1.0,0.0,4.0,0.0,SWEET Model,2022,10057.56376082306,2691.312289264908,0.0,14400.530455396394,0.0,27149.406505484363,19.494206902668548,98.0,1.691669211575575,0.1687668037603673,675,0.0,100.0,0.0,51.29353233830846,11.07794361525705,0.0,37.6285240464345,0.0,0.0,0.0,0.0,40.7886060925755,8.809178425425293,0.0,29.922194382170648,0.0,19.675590135830145,0.8044309639984174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
